DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Matemáticas	9° ANO	Geometria	Relações métricas no triângulo retângulo, Teorema de Pitágoras: verificações experimentais e demonstração, Retas paralelas cortadas por transversais: teoremas de proporcionalidade e verificações experimentais	(EF09MA14) Resolver e elaborar problemas de aplicação do teorema de Pitágoras ou das relações de proporcionalidade envolvendo retas paralelas cortadas por secantes.	X			X	Criar passos lógicos para resolver problemas usando o teorema de Pitágoras. Dividir problemas em cálculos menores.
Matemáticas	9° ANO	Geometria	Distância entre pontos no plano cartesiano 	(EF09MA15) Determinar o ponto médio de um segmento de reta e a distância entre dois pontos quaisquer no plano cartesiano, sem o uso de fórmulas, e utilizar esse conhecimento para calcular, por exemplo, medidas de perímetros e áreas de figuras planas construídas no plano.	X			X	Desenvolver passos para calcular ponto médio e distância entre pontos. Dividir cálculos de perímetros e áreas em etapas menores.
Matemáticas	9° ANO	Geometria	Vistas ortogonais de figuras espaciais 	(EF09MA16) Reconhecer vistas ortogonais de figuras espaciais e aplicar esse conhecimento para desenhar objetos em perspectiva.		X		X	Identificar padrões em vistas ortogonais. Criar passos lógicos para desenhar objetos em perspectiva.
Matemáticas	9° ANO	Grandezas e medidas	Unidades de medida para medir distâncias muito grandes e muito pequenas, Unidades de medida utilizadas na informática	(EF09MA17) Reconhecer e empregar unidades usadas para expressar medidas muito grandes ou muito pequenas, tais como distância entre planetas e sistemas solares, tamanho de vírus ou de células, capacidade de armazenamento de computadores, entre outros.		X	X		Generalizar a utilização de unidades de medida para diferentes magnitudes. Identificar padrões na aplicação de unidades de medida.
Matemáticas	9° ANO	Grandezas e medidas	Volume de prismas e cilindros 	(EF09MA18) Resolver e elaborar problemas que envolvam medidas de volumes de prismas e de cilindros retos, inclusive com uso de expressões de cálculo, em situações cotidianas. 	X			X	Desenvolver passos para calcular volumes de prismas e cilindros. Dividir problemas de volume em cálculos menores.
Matemáticas	9° ANO	Probabilidade e estatística	Análise de probabilidade de eventos aleatórios: eventos dependentes e independentes	(EF09MA19) Reconhecer, em experimentos aleatórios, eventos independentes e dependentes e calcular a probabilidade de sua ocorrência, nos dois casos.			X	X	Generalizar conceitos de eventos independentes e dependentes. Desenvolver passos lógicos para calcular probabilidades.
Matemáticas	9° ANO	Probabilidade e estatística	Análise de gráficos divulgados pela mídia: elementos que podem induzir a erros de leitura ou de interpretação	(EF09MA20) Analisar e identificar, em gráficos divulgados pela mídia, os elementos que podem induzir, às vezes propositadamente, erros de leitura, como escalas inapropriadas, legendas não explicitadas corretamente, omissão de informações importantes (fontes e datas), entre outros.		X	X		Generalizar os conceitos de análise crítica de gráficos. Identificar erros comuns e manipulações em gráficos.
Matemáticas	9° ANO	Probabilidade e estatística	Leitura, interpretação e representação de dados de pesquisa expressos em tabelas de dupla entrada, gráficos de colunas simples e agrupadas, gráficos de barras e de setores e gráficos pictóricos	(EF09MA21) Escolher e construir o gráfico mais adequado (colunas, setores, linhas), com ou sem uso de planilhas eletrônicas, para apresentar um determinado conjunto de dados, destacando aspectos como as medidas de tendência central.	X			X	Desenvolver passos para construir e interpretar gráficos adequados. Dividir a tarefa de criação de gráficos em etapas menores.
Matemáticas	9° ANO	Probabilidade e estatística	Planejamento e execução de pesquisa amostral e apresentação de relatório	(EF09MA22) Planejar e executar pesquisa amostral envolvendo tema da realidade social e comunicar os resultados por meio de relatório contendo avaliação de medidas de tendência central e da amplitude, tabelas e gráficos adequados, construídos com o apoio de planilhas eletrônicas			X	X	Generalizar o planejamento e execução de pesquisas amostrais. Criar passos para elaborar e comunicar relatórios de pesquisa.
Ciências	6º ANO	Matéria e Energia	Misturas homogêneas e heterogêneas	(EF06CI01) Classificar como homogênea ou heterogênea a mistura de dois ou mais materiais (água e sal, água e óleo, água e areia etc.)	X				Separar misturas exige entender os componentes para categorizá-los
Ciências	6º ANO	Matéria e Energia	Transformações químicas	(EF06CI02) Identificar evidências de transformações químicas a partir do resultado de misturas de materiais que originam produtos diferentes dos que foram misturados (mistura de ingredientes para fazer um bolo, mistura de vinagre com bicarbonato de sódio etc.)		X			Observar padrões que indicam reações químicas 
Ciências	6º ANO	Matéria e Energia	Separação de materiais	(EF06CI03) Selecionar métodos mais adequados para a separação de diferentes sistemas heterogêneos a partir da identificação de processos de separação de materiais (como a produção de sal de cozinha, a destilação de petróleo, entre outros).				X	Escolher métodos envolve sequenciar etapas e tomar decisões lógicas
Ciências	6º ANO	Matéria e Energia	Materiais sintéticos	(EF06CI04) Associar a produção de medicamentos e outros materiais sintéticos ao desenvolvimento científico e tecnológico avaliando seus impactos socioambientais.			X		Relacionar produção a impactos exige pensamento crítico e abstração
Ciências	6º ANO	Vida e evolução	Célula como unidade da vida	(EF06CI05) Explicar a organização básica das células e seu papel como unidade estrutural e funcional dos seres vivos.			X		Entender a célula como modelo organizacional requer focar em elementos-chave
Ciências	6º ANO	Vida e evolução	Célula como unidade da vida	(EF06CI06) Concluir, com base na análise de ilustrações e/ou modelos, que os organismos são uma complexa organização de sistemas com diferentes níveis de organização.	X				Requer analisar ilustrações/modelos e identificar estruturas
Ciências	6º ANO	Vida e evolução	Interação entre os sistemas locomotor e nervoso	(EF06CI07) Justificar o papel do sistema nervoso na coordenação das ações motoras e sensoriais do corpo, com base na análise de suas estruturas básicas e respectivas funções.		X			Explicação baseada em funções e estruturas envolve análise de padrões 
Ciências	6º ANO	Vida e evolução	Interação entre os sistemas locomotor e nervoso	(EF06CI09) Deduzir que a estrutura, a sustentação e a movimentação dos animais resultam da interação entre os sistemas muscular, ósseo e nervoso.	X		X		Requer entender como sistemas interagem a partir da estrutura 
Ciências	6º ANO	Vida e evolução	Interação entre os sistemas locomotor e nervoso	(EF06CI10) Explicar como o funcionamento do sistema nervoso pode ser afetado por substâncias psicoativas.			X		Entender efeitos químicos sobre o sistema nervoso exige foco em conceitos-chave
Ciências	6º ANO	Vida e evolução	Lentes corretivas	(EF06CI08) Explicar a importância da visão (captação e interpretação das imagens) na interação do organismo com o meio e, com base no funcionamento do olho humano, selecionar lentes adequadas para a correção de diferentes defeitos da visão.			X	X	Aplicar conhecimento para escolher soluções (lentes)
Ciências	6º ANO	Terra e Universo	Forma, estrutura e movimentos da Terra	(EF06CI11) Identificar as diferentes camadas que estruturam o planeta Terra (da estrutura interna à atmosfera) e suas principais características.	X				Analisar camadas da Terra e suas funções
Ciências	6º ANO	Terra e Universo	Forma, estrutura e movimentos da Terra	(EF06CI12) Identificar diferentes tipos de rocha, relacionando a formação de fósseis a rochas sedimentares em diferentes períodos geológicos.		X			Comparar rochas e fósseis em contextos geológicos
Ciências	6º ANO	Terra e Universo	Forma, estrutura e movimentos da Terra	(EF06CI13) Selecionar argumentos e evidências que demonstrem a esfericidade da Terra		X			Escolher argumentos com base em evidências
Ciências	6º ANO	Terra e Universo	Forma, estrutura e movimentos da Terra	(EF06CI14) Inferir que as mudanças na sombra de uma vara (gnômon) ao longo do dia em diferentes períodos do ano são uma evidência dos movimentos de rotação e translação do planeta Terra e da inclinação de seu eixo de rotação em relação ao plano de sua órbita em torno do Sol.			X	X	Requer modelar mentalmente os movimentos da Terra e prever resultados 
Ciências	7º ANO	Matéria e Energia	Máquinas simples	(EF07CI01) Discutir a aplicação, ao longo da história, das máquinas simples na construção de soluções e invenções para a realização de tarefas mecânicas cotidianas.	X		X		Essa competência envolve decompor o uso de máquinas simples em seus princípios operacionais básicos e abstrair seu impacto histórico na resolução de tarefas cotidianas.
Ciências	7º ANO	Matéria e Energia	Equilíbrio termodinâmico e vida na Terra	(EF07CI02) Diferenciar temperatura, calor e sensação térmica nas diferentes situações de equilíbrio termodinâmico cotidianas.	X	X	X		Essa competência envolve decompor conceitos científicos e reconhecer padrões para diferenciar temperatura, calor e sensação térmica, que são fenômenos inter-relacionados mas distintos.
Ciências	7º ANO	Matéria e Energia	Equilíbrio termodinâmico e vida na Terra	(EF07CI04) Avaliar o papel do equilíbrio termodinâmico para a manutenção da vida na Terra, para o funcionamento de máquinas térmicas e em outras situações cotidianas.	X				Essa habilidade requer a decomposição do conceito de equilíbrio termodinâmico em suas partes constituintes para entender como ele afeta diferentes aspectos da vida na Terra e o funcionamento de máquinas térmicas. Os alunos precisam dividir o conceito em subcomponentes para avaliar seu impacto em diversas situações.
Ciências	7º ANO	Matéria e Energia	Formas de propagação do calor	(EF07CI03) Utilizar o conhecimento das formas de propagação do calor para justificar a utilização de determinados materiais (condutores e isolantes) na vida cotidiana e explicar o princípio de funcionamento de alguns equipamentos (garrafa térmica, coletor solar etc.).			X	X	Essa habilidade envolve a aplicação de sequências de passos para explicar como o calor é transferido através de diferentes materiais e como isso justifica a escolha de condutores e isolantes em aplicações práticas. Os alunos devem entender e seguir os princípios de condução, convecção e radiação de calor para justificar o uso de materiais e explicar o funcionamento de dispositivos.
Ciências	7º ANO	Matéria e Energia	História dos combustíveis e das máquinas	(EF07CI05) Discutir o uso de diferentes tipos de combustível e máquinas térmicas ao longo do tempo, para avaliar avanços, questões econômicas e problemas socioambientais causados pela produção e uso desses materiais e máquinas.	X	X			Essa competência envolve reconhecer e decompor o uso de diferentes tipos de combustível e máquinas térmicas ao longo do tempo em suas partes componentes, para identificar tendências e consequências do uso desses recursos ao longo do tempo.
Ciências	7º ANO	Matéria e Energia	História dos combustíveis e das máquinas	(EF07CI06) Discutir e avaliar mudanças econômicas, culturais e sociais, tanto na vida cotidiana quanto no mundo do trabalho, decorrentes do desenvolvimento de novos materiais e tecnologias (como automação e informatização).	X	X			Essa habilidade envolve a identificação de padrões e tendências nas mudanças econômicas, culturais e sociais resultantes do desenvolvimento de novas tecnologias. Os alunos precisam reconhecer como a automação e a informatização têm impactado diversos aspectos da vida e do trabalho.
Ciências	7º ANO	Vida e evolução	Diversidade de ecossistemas	(EF07CI07) Caracterizar os principais ecossistemas brasileiros (quanto à paisagem, à quantidade de água, ao tipo de solo, à disponibilidade de luz solar e à temperatura, entre outras), correlacionando essas características à flora e fauna específica.	X	X			Caracterizar os principais ecossistemas brasileiros envolve decompor os ecossistemas nos seus componentes principais (paisagem, água, solo, etc.) e reconhecer padrões na correlação destas características com a flora e a fauna.
Ciências	7º ANO	Vida e evolução	Fenômenos naturais e impactos ambientais	"(EF07CI08) Avaliar como os impactos provocados por catástrofes naturais ou mudanças nos componentes físicos, biológicos ou sociais de um ecossistema afetam suas populações,
podendo ameaçar ou provocar a extinção de espécies, alteração de hábitos, migração etc"	X	X			Decompor os impactos dos desastres naturais nos ecossistemas em componentes físicos, biológicos e sociais e reconhecer padrões na forma como estes afectam a biodiversidade.
Ciências	7º ANO	Vida e evolução	"
Programas e indicadores de saúde pública"	"(EF07CI09) Interpretar as condições de saúde da comunidade, cidade ou estado, com base na análise e comparação de indicadores de saúde (como taxa de mortalidade infantil, cobertura
de saneamento básico e incidência de doenças de veiculação hídrica, atmosférica entre outras) e dos resultados de políticas públicas destinadas à saúde."			X	X	Abstrair indicadores de saúde e desenvolver algoritmos para analisar e comparar dados, interpretando as condições de saúde e a eficácia das políticas públicas.
Ciências	7º ANO	Vida e evolução	"
Programas e indicadores de saúde pública"	(EF07CI10) Argumentar sobre a importância da vacinação para a saúde pública, com base em informações sobre a maneira como a vacina atua no organismo e o papel histórico da vacinação para a manutenção da saúde individual e coletiva e para a erradicação de doenças.			X	X	Abstrair a função das vacinas no organismo e desenvolver algoritmos para argumentar sobre sua importância na saúde pública e seu papel histórico na erradicação de doenças.
Ciências	7º ANO	Terra e Universo	Composição do ar	(EF07CI11) Demonstrar que o ar é uma mistura de gases, identificando sua composição, e discutir fenômenos naturais ou antrópicos que podem alterar essa composição.	X	X			Decompor a composição do ar nos seus gases constituintes e reconhecer padrões em fenómenos que podem alterar a sua composição natural.
Ciências	7º ANO	Terra e Universo	Efeito estufa	(EF07CI12) Descrever o mecanismo natural do efeito estufa, seu papel fundamental para o desenvolvimento da vida na Terra, discutir as ações humanas responsáveis pelo seu aumento artificial (queima dos combustíveis fósseis, desmatamento, queimadas etc.) e selecionar propostas para a reversão ou controle desse quadro.	X		X		Decompor o efeito estufa em seus componentes naturais e antropogênicos e abstrair as ações humanas responsáveis ​​pelo aumento artificial.
Ciências	7º ANO	Terra e Universo	Camada de ozônio	(EF07CI13) Justificar a importância da camada de ozônio para a vida na Terra identificando os fatores que aumentam ou diminuem sua presença na atmosfera.		X	X		Abstrair a importância da camada de ozônio para a vida na Terra e reconhecer padrões nos fatores que aumentam ou diminuem sua presença.
Ciências	7º ANO	Terra e Universo	"Fenômenos naturais (vulcões, terremotos e
tsunamis)"	(EF07CI14) Interpretar fenômenos naturais (como vulcões, terremotos e tsunamis) e justificar a rara ocorrência desses fenômenos no Brasil, com base no modelo das placas tectônicas.	X		X		Decompor os fenómenos naturais nos seus processos subjacentes e abstrair o modelo de placas tectónicas para justificar a sua ocorrência ou raridade.
Ciências	7º ANO	Terra e Universo	Placas tectônicas e deriva continental	(EF07CI15) Justificar o formato das costas brasileira e africana com base na teoria da deriva dos continentes.		X	X		Abstrair a teoria da deriva continental e reconhecer padrões na geologia costeira que apoiam a explicação do formato das costas.
Ciências	8º ANO	Matéria e Energia	Fontes e tipos de energia	(EF08CI01) Identificar e classificar diferentes fontes (renováveis e não renováveis) e tipos de energia utilizados em residências, comunidades ou cidades		X	X		Os alunos precisam identificar padrões nas diferentes fontes e tipos de energia, categorizando-as como renováveis ou não renováveis. Eles também observam o uso dessas fontes em diferentes contextos (residências, comunidades, cidades).
Ciências	8º ANO	Matéria e Energia	Circuitos elétricos	(EF08CI02) Construir circuitos elétricos com pilha/bateria, fios e lâmpada ou outros dispositivos e compará-los a circuitos elétricos residenciais.	X			X	Esta habilidade exige que os alunos quebrem o processo de construção de circuitos em etapas menores (montagem dos componentes, conexão dos fios, teste do circuito). Eles também precisam entender e construir modelos simples e compará-los com circuitos residenciais, desenvolvendo algoritmos para entender as semelhanças e diferenças entre eles.
Ciências	8º ANO	Matéria e Energia	Transformação de energia	(EF08CI03) Classificar equipamentos elétricos residenciais (chuveiro, ferro, lâmpadas, TV, rádio, geladeira etc.) de acordo com o tipo de transformação de energia (da energia elétrica para a térmica, luminosa, sonora e mecânica, por exemplo).			X		Nesta habilidade, os alunos estão abstraindo o funcionamento dos equipamentos elétricos e classificando-os com base nos tipos de transformação de energia que realizam, destacando informações relevantes sobre suas funções
Ciências	8º ANO	Matéria e Energia	Cálculo de consumo de energia elétrica	(EF08CI04) Classificar equipamentos elétricos residenciais com base no cálculo de seus consumos efetuados a partir dos dados de potência (descritos no próprio equipamento) e tempo médio de uso. 			X	X	Aqui, os alunos estão abstraindo dados de potência e tempo de uso dos equipamentos elétricos, desenvolvendo algoritmos para calcular seus consumos e classificá-los com base nessas informações
Ciências	8º ANO	Matéria e Energia	Uso consciente de energia elétrica	(EF08CI05) Propor ações coletivas para otimizar o uso de energia elétrica em sua escola e/ou comunidade, com base na seleção de equipamentos segundo critérios de sustentabilidade (consumo de energia e eficiência energética) e hábitos de uso.		X	X	X	Nesta habilidade, os alunos precisam identificar padrões de consumo de energia e propor ações com base nesses padrões. Eles analisam dados de consumo e eficiência energética para propor soluções sustentáveis e coletivas que otimizem o uso de energia elétrica.
Ciências	8º ANO	Matéria e Energia	Uso consciente de energia elétrica	(EF08CI06) Discutir e avaliar usinas de geração de energia elétrica (termelétricas, hidrelétricas, eólicas etc.), suas semelhanças e diferenças, seus impactos socioambientais, e como essa energia chega e é usada em sua cidade, comunidade, casa ou escola.		X	X		Aqui, os alunos estão abstraindo o funcionamento das usinas de geração de energia elétrica e reconhecendo padrões em seus impactos socioambientais, destacando informações relevantes sobre como essa energia é distribuída e usada em diferentes contextos
Ciências	8º ANO	Vida e evolução	Mecanismos reprodutivos	(EF08CI07) Comparar diferentes processos reprodutivos em plantas e animais em relação aos mecanismos adaptativos e evolutivos.		X			Esta habilidade, envolve identificar e compreender padrões nos processos reprodutivos, bem como nas adaptações e evoluções que ocorrem ao longo do tempo.
Ciências	8º ANO	Vida e evolução	Mecanismos reprodutivos	(EF08CI08) Analisar e explicar as transformações que ocorrem na puberdade considerando a atuação dos hormônios sexuais.			X		Aqui, os alunos estão abstraindo as transformações da puberdade e entendendo os mecanismos hormonais envolvidos, destacando informações essenciais sobre o assunto
Ciências	8º ANO	Vida e evolução	Sexualidade	(EF08CI09) Comparar o modo de ação e a eficácia dos diversos métodos contraceptivos e justificar a necessidade de compartilhar a responsabilidade na escolha e na utilização do método mais adequado à prevenção da gravidez precoce e indesejada e de DoençasSexualmente Transmissíveis (DST).			X	X	Esta habilidade envolve abstrair os métodos contraceptivos, compará-los e desenvolver algoritmos para justificar a importância do compartilhamento de responsabilidades na escolha e utilização desses métodos, destacando informações relevantes sobre prevenção de gravidez precoce e DSTs
Ciências	8º ANO	Vida e evolução	Sexualidade	(EF08CI10) Identificar os principais sintomas, modos de transmissão e tratamento de algumas DST (com ênfase na AIDS), e discutir estratégias e métodos de prevenção.		X			Aqui, os alunos estão abstraindo informações sobre as DSTs, reconhecendo padrões nos sintomas, modos de transmissão, tratamentos e desenvolvendo estratégias de prevenção, destacando informações relevantes para o tema
Ciências	8º ANO	Vida e evolução	Sexualidade	(EF08CI11) Selecionar argumentos que evidenciem as múltiplas dimensões da sexualidade humana (biológica, sociocultural, afetiva e ética) e a necessidade de respeitar, valorizar e acolher a diversidade de indivíduos, sem preconceitos baseados nas diferenças de sexo, de identidade de gênero e de orientação sexual.			X		Nesta habilidade, os alunos estão abstraindo as dimensões da sexualidade humana e selecionando argumentos para evidenciar a importância de respeitar, valorizar e acolher a diversidade de indivíduos.
Ciências	8º ANO	Terra e Universo	Sistema Sol, Terra e Lua	(EF08CI12) Justificar, por meio da construção de modelos e da observação da Lua no céu, a ocorrência das fases da Lua e dos eclipses, com base nas posições relativas entre Sol, Terra e Lua.			X	X	Nesta habilidade, os alunos estão abstraindo os movimentos da Lua, construindo modelos e desenvolvendo algoritmos para justificar a ocorrência das fases da Lua e dos eclipses com base nas posições relativas entre o Sol, a Terra e a Lua
Ciências	8º ANO	Terra e Universo	Sistema Sol, Terra e Lua	(EF08CI13) Representar os movimentos de rotação e translação da Terra e analisar o papel da inclinação do eixo de rotação da Terra em relação à sua órbita na ocorrência das estações do ano, com a utilização de modelos tridimensionais.				X	Nesta habilidade, algoritmos são desenvolvidos para representar por meio de modelos tridimensionais, os movimentos, rotação e inclinação da Terra, na ocorrência das estações do ano
Ciências	8º ANO	Terra e Universo	Clima	(EF08CI14) Relacionar climas regionais aos padrões de circulação atmosférica e oceânica e ao aquecimento desigual causado pela forma e pelos movimentos da Terra.		X	X		Nesta habilidade, os alunos estão reconhecendo padrões nos fenômenos climáticos, relacionando a circulação atmosférica e oceânica, com os climas regionais e ao aquecimento desigual causado pelos movimentos da Terra, 
Ciências	8º ANO	Terra e Universo	Clima	(EF08CI15) Identificar as principais variáveis envolvidas na previsão do tempo e como elas são medidas.		X			Aqui, os alunos estão reconhecendo padrões ao identificar variáveis envolvidas na previsão do tempo e entendendo como essas variáveis são medidas, destacando informações essenciais sobre o assunto
Ciências	8º ANO	Terra e Universo	Clima	(EF08CI16) Discutir iniciativas que contribuam para restabelecer o equilíbrio ambiental a partir da identificação de alterações climáticas regionais e globais provocadas pela intervenção humana.			X	X	Nesta habilidade, os alunos estão abstraindo as alterações climáticas regionais e globais, desenvolvendo algoritmos para discutir iniciativas que contribuam para restabelecer o equilíbrio ambiental, destacando informações relevantes sobre intervenção humana e impacto ambiental
Ciências	9º ANO	Matéria e Energia	Estrutura da matéria 	(EF09CI01) Explicar estados físicos da matéria e suas transformações com base em modelo de constituição submicroscópica			X		Esta habilidade envolve abstrair os estados físicos da matéria e suas transformações com base em modelos de constituição submicroscópica, destacando informações essenciais sobre o assunto
Ciências	9º ANO	Matéria e Energia	Aspectos quantitativos das transformações químicas	(EF09CI02) Comparar quantidades de reagentes e produtos envolvidos em transformações químicas, estabelecendo a proporção entre as suas massas.			X	X	Aqui, os alunos devem usar algoritmos para calcular as proporções entre reagentes e produtos nas transformações químicas, seguindo um conjunto de etapas sistemáticas para resolver problemas quantitativos.
Ciências	9º ANO	Matéria e Energia	Estrutura da matéria 	(EF09CI03) Identificar modelos que descrevem a estrutura da matéria (constituição do átomo e composição de moléculas simples) e reconhecer sua evolução histórica.		X			Nesta habilidade, reconhecendo padrões na estrutura da materia e sua evolução histórica, destacando informações relevantes sobre o tema
Ciências	9º ANO	Matéria e Energia	Características da radiação eletromagnética e aplicações na saúde	(EF09CI04) Planejar e executar experimentos que evidenciem que todas as cores de luz são formadas pela composição das três cores primárias da luz e que a cor de um objeto está relacionada à cor da luz que o ilumina.				X	Aqui, os alunos estão desenvolvendo algoritmos para planejar e executar experimentos que evidenciam a formação das cores de luz e sua relação com a cor de um objeto, aplicando conceitos específicos da óptica
Ciências	9º ANO	Matéria e Energia	Características da radiação eletromagnética e aplicações na saúde	(EF09CI05) Reconhecer e explicar os principais mecanismos envolvidos na transmissão e recepção de imagem e som que revolucionaram os sistemas de comunicação humana.		X	X		Nesta habilidade, os alunos estão abstraindo os principais mecanismos de transmissão e recepção de imagem e som, reconhecendo padrões em sua evolução e impacto nos sistemas de comunicação humana
Ciências	9º ANO	Matéria e Energia	Características da radiação eletromagnética e aplicações na saúde	(EF09CI06) Classificar as radiações eletromagnéticas por suas frequências, fontes e aplicações, discutindo e avaliando as implicações éticas dessas aplicações.		X	X		Aqui, os alunos estão abstraindo as radiações eletromagnéticas e classificando-as por suas características, aplicando conceitos específicos da física e discutindo suas implicações éticas
Ciências	9º ANO	Matéria e Energia	Características da radiação eletromagnética e aplicações na saúde	(EF09CI07) Discutir e avaliar o papel do avanço tecnológico na aplicação da radiação eletromagnética no diagnóstico (raio x, ultrassom, ressonância nuclear magnética) e tratamento de doenças (radioterapia, cirurgia ótica a laser etc.).			X		Nesta habilidade, os alunos devem abstrair as aplicações tecnológicas da radiação eletromagnética no diagnóstico e tratamento de doenças, focando nos princípios que permitem seu uso e avaliando os avanços tecnológicos.
Ciências	9º ANO	Vida e evolução	Hereditariedade	(EF09CI08) Associar os gametas à transmissão das características hereditárias, estabelecendo relações entre ancestrais e descendentes.			X		Esta habilidade envolve abstrair o papel dos gametas na transmissão de características hereditárias e estabelecer relações entre ancestrais e descendentes, destacando informações essenciais sobre o processo de hereditariedade
Ciências	9º ANO	Vida e evolução	Hereditariedade	(EF09CI09) Discutir as ideias de Mendel sobre hereditariedade (fatores hereditários, segregação, gametas, fecundação), considerando-as para resolver problemas envolvendo a transmissão de características hereditárias em diferentes organismos.			X	X	Aqui, os alunos estão abstraindo as ideias de Mendel sobre hereditariedade e desenvolvendo algoritmos para resolver problemas envolvendo a transmissão de características hereditárias, aplicando conceitos específicos da genética mendeliana
Ciências	9º ANO	Vida e evolução	Ideias evolucionistas	(EF09CI10) Comparar as ideias evolucionistas de Lamarck e Darwin apresentadas em textos científicos e históricos, identificando semelhanças e diferenças entre essas ideias e compreendendo sua importância para explicar a diversidade biológica.		X	X		Nesta habilidade, os alunos estão abstraindo as ideias evolucionistas de Lamarck e Darwin e reconhecendo padrões em suas semelhanças e diferenças, destacando informações relevantes para explicar a diversidade biológica
Ciências	9º ANO	Vida e evolução	Ideias evolucionistas	(EF09CI11) Discutir a evolução e a diversidade das espécies com base na atuação da seleção natural sobre as variantes de uma mesma espécie, resultantes de processo reprodutivo.		X	X		Esta habilidade envolve abstrair o papel da seleção natural na evolução e diversidade das espécies e reconhecer padrões em sua atuação sobre as variantes de uma mesma espécie, destacando informações essenciais sobre o processo evolutivo
Ciências	9º ANO	Vida e evolução	Preservação da biodiversidade	(EF09CI12) Justificar a importância das unidades de conservação para a preservação da biodiversidade e do patrimônio nacional, considerando os diferentes tipos de unidades (parques, reservas e florestas nacionais), as populações humanas e atividades a eles relacionados.			X	X	Aqui, os alunos estão abstraindo a importância das unidades de conservação para a preservação da biodiversidade e desenvolvendo algoritmos para justificar essa importância, considerando diferentes tipos de unidades e as atividades humanas relacionadas a elas
Ciências	9º ANO	Vida e evolução	Preservação da biodiversidade	(EF09CI13) Propor iniciativas individuais e coletivas para a solução de problemas ambientais da cidade ou da comunidade, com base na análise de ações sustentáveis bem-sucedidas.				X	Nesta habilidade, os alunos estão desenvolvendo algoritmos para propor iniciativas individuais e coletivas para resolver problemas ambientais, aplicando conceitos de sustentabilidade e considerando a análise de ações bem-sucedidas
Ciências	9º ANO	Terra e Universo	Composição, estrutura e localização do Sistema Solar no Universo	(EF09CI14) Descrever a composição e a estrutura do Sistema Solar (Sol, planetas rochosos, planetas gigantes gasosos e corpos menores), assim como a localização do Sistema Solar na nossa Galáxia (a Via Láctea) e dela no Universo (apenas uma galáxia dentre bilhões).			X		Esta habilidade envolve abstrair a composição e estrutura do Sistema Solar, bem como sua localização na Via Láctea e no Universo, destacando informações essenciais sobre o assunto
Ciências	9º ANO	Terra e Universo	Astronomia e cultura	(EF09CI15) Relacionar diferentes leituras do céu e explicações sobre a origem da Terra, do Sol ou do Sistema Solar às necessidades de distintas culturas (agricultura, caça, mito, orientação espacial e temporal etc.).		X	X		Aqui, os alunos estão abstraindo diferentes leituras do céu e relacionando-as às necessidades de diferentes culturas, reconhecendo padrões em suas explicações sobre a origem da Terra, do Sol ou do Sistema Solar
Ciências	9º ANO	Terra e Universo	Vida humana fora da Terra, Ordem de grandeza astronômica	(EF09CI16) Selecionar argumentos sobre a viabilidade da sobrevivência humana fora da Terra, com base nas condições necessárias à vida, nas características dos planetas e na ordem de grandeza das medidas astronômicas.			X	X	Nesta habilidade, os alunos estão abstraindo as condições necessárias à vida e as características dos planetas para selecionar argumentos sobre a viabilidade da sobrevivência humana fora da Terra, desenvolvendo algoritmos para avaliar esses argumentos com base em medidas astronômicas
Ciências	9º ANO	Terra e Universo	 Evolução estelar	(EF09CI17) Analisar o ciclo evolutivo do Sol (nascimento, vida e morte) baseado no conhecimento das etapas de evolução de estrelas de diferentes dimensões e os efeitos desse processo no nosso planeta.			X		Esta habilidade envolve abstrair o ciclo evolutivo do Sol e as etapas de evolução estelar
Geografia	6° ANO	O sujeito e seu lugar no mundo	Identidade sociocultural	(EF06GE01) Comparar modificações das paisagens nos lugares de vivência e os usos desses lugares em diferentes tempos.		X	X		Identificar padrões de mudança nas paisagens e usos dos lugares ao longo do tempo. Generalizar as modificações de paisagens e usos para entender as tendências e impactos gerais.
Geografia	6° ANO	O sujeito e seu lugar no mundo	Identidade sociocultural	(EF06GE02) Analisar modificações de paisagens por diferentes tipos de sociedade, com destaque para os povos originários. 	X	X			Observar e comparar como diferentes sociedades modificam as paisagens. Dividir as modificações em partes (sociedades, tipos de mudanças) para uma análise mais detalhada.
Geografia	6° ANO	Conexões e escalas	Relações entre os componentes físico-naturais	(EF06GE03) Descrever os movimentos do planeta e sua relação com a circulação geral da atmosfera, o tempo atmosférico e os padrões climáticos.			X	X	Simplificar os movimentos planetários e sua relação com o clima em modelos que ajudam na compreensão dos padrões climáticos. Aplicar sequências lógicas para descrever e prever padrões atmosféricos e climáticos.
Geografia	6° ANO	Conexões e escalas	Relações entre os componentes físico-naturais	(EF06GE04) Descrever o ciclo da água, comparando o escoamento superficial no ambiente urbano e rural, reconhecendo os principais componentes da morfologia das bacias e das redes hidrográficas e a sua localização no modelado da superfície terrestre e da cobertura vegetal. 	X		X		Quebrar o ciclo da água e o escoamento em componentes distintos para análise comparativa. Criar modelos simplificados das bacias hidrográficas e redes hidrográficas.
